name,date,qc.overallStatus
EPIISL2348766/B.1.526/2021-05-13,2021-05-13,good
EPIISL2348767/A.2.5.3/2021-05-13,2021-05-13,good
EPIISL2348768/B.1.1.7/2021-05-13,2021-05-13,good
EPIISL2348769/A.2.5.3/2021-05-13,2021-05-13,good
EPIISL2348770/A.2.5.3/2021-05-13,2021-05-13,good
EPIISL2348771/B.1.1.7/2021-05-13,2021-05-13,good
EPIISL2348772/A.2.5.3/2021-05-13,2021-05-13,good
EPIISL2348773/B.1.526/2021-05-13,2021-05-13,good
EPIISL2348776/B.1.1.7/2021-05-12,2021-05-12,good
EPIISL2348777/B.1.1.7/2021-05-12,2021-05-12,good
EPIISL2348779/B.1.1.7/2021-05-13,2021-05-13,good
EPIISL2348780/B.1.1.7/2021-05-13,2021-05-13,good
EPIISL2348781/A.2.5.3/2021-05-13,2021-05-13,good
EPIISL2348782/A.2.5.3/2021-05-13,2021-05-13,good
EPIISL2348783/B.1.1.348/2021-05-13,2021-05-13,good
EPIISL2348784/B.1.1.348/2021-05-13,2021-05-13,good
EPIISL2348785/B.1.1.348/2021-05-08,2021-05-08,good
EPIISL2348786/B.1.1.7/2021-05-16,2021-05-16,good
EPIISL2348787/B.1.1.411/2021-05-23,2021-05-23,good
EPIISL2348790/P.1/2021-04-30,2021-04-30,good
EPIISL2348791/B.1.526/2021-04-16,2021-04-16,good
EPIISL2361461/P.1/2021-05-02,2021-05-02,good
EPIISL2361482/B.1.1.7/2021-05-20,2021-05-20,good
EPIISL2405145/B.1.526/2021-05-21,2021-05-21,good
EPIISL2405147/A.2.5.3/2021-05-26,2021-05-26,good
EPIISL2405148/B.1/2021-05-27,2021-05-27,good
EPIISL2405149/B.1.526/2021-05-27,2021-05-27,good
EPIISL2405150/B.1.1/2021-05-27,2021-05-27,good
EPIISL2405151/B.1.526/2021-05-26,2021-05-26,good
EPIISL2405152/B.1.526/2021-05-17,2021-05-17,good
EPIISL2405153/B.1.526/2021-05-27,2021-05-27,good
EPIISL2405154/B.1.1.7/2021-05-26,2021-05-26,good
EPIISL2405156/B.1.526/2021-05-26,2021-05-26,good
EPIISL2405157/B.1.526/2021-05-14,2021-05-14,good
EPIISL2405158/B.1.1.7/2021-05-26,2021-05-26,good
EPIISL2405160/B.1.1.7/2021-05-26,2021-05-26,good
EPIISL2405164/B.1/2021-05-26,2021-05-26,good
EPIISL2405165/B.1.530/2021-05-27,2021-05-27,good
EPIISL2405166/B.1.526/2021-05-26,2021-05-26,good
EPIISL2423535/P.1/2021-05-25,2021-05-25,good
EPIISL2458114/P.1/2021-05-08,2021-05-08,good
EPIISL2458115/P.1/2021-05-12,2021-05-12,good
EPIISL2458116/B.1.621/2021-05-13,2021-05-13,good
EPIISL2488710/B.1.526/2021-05-04,2021-05-04,good
EPIISL2488711/B.1.526/2021-05-09,2021-05-09,good
EPIISL2488713/A.2.5.3/2021-05-12,2021-05-12,good
EPIISL2488714/B.1.526/2021-05-10,2021-05-10,good
EPIISL2488715/B.1.526/2021-05-05,2021-05-05,good
EPIISL2488716/B.1.526/2021-05-12,2021-05-12,good
EPIISL2488717/B.1.1.7/2021-05-11,2021-05-11,good
EPIISL2488718/B.1.526/2021-05-12,2021-05-12,good
EPIISL2488719/B.1.1.411/2021-04-01,2021-04-01,good
EPIISL2488720/B.1.1.7/2021-05-11,2021-05-11,good
EPIISL2488722/B.1.1.7/2021-05-09,2021-05-09,good
EPIISL2488723/A.2.5.3/2021-05-05,2021-05-05,good
EPIISL2488724/A.2.5.3/2021-05-10,2021-05-10,good
EPIISL2488725/B.1.526/2021-05-08,2021-05-08,good
EPIISL2488726/A.2.5.3/2021-05-07,2021-05-07,good
EPIISL2488728/P.1/2021-05-21,2021-05-21,good
EPIISL2488729/A.2.5.3/2021-05-07,2021-05-07,mediocre
EPIISL2488730/B.1.621/2021-05-10,2021-05-10,mediocre
EPIISL2488731/B.1.1.7/2021-05-12,2021-05-12,good
EPIISL2488732/B.1.1.7/2021-05-12,2021-05-12,good
EPIISL2488733/B.1.1.7/2021-05-12,2021-05-12,good
EPIISL2488735/B.1.526/2021-05-08,2021-05-08,good
EPIISL2488736/B.1.526/2021-05-11,2021-05-11,good
EPIISL2488737/A.2.5.3/2021-05-12,2021-05-12,good
EPIISL2488739/A.2.5/2021-05-07,2021-05-07,good
EPIISL2488740/B.1.526/2021-05-17,2021-05-17,good
EPIISL2488741/B.1.1.348/2021-04-02,2021-04-02,good
EPIISL2488742/B.1.526/2021-05-12,2021-05-12,good
EPIISL2488744/B.1.1.348/2021-05-11,2021-05-11,good
EPIISL2488746/B.1.526/2021-05-12,2021-05-12,good
EPIISL2488748/B.1.1.7/2021-05-12,2021-05-12,good
EPIISL2488749/B.1.526/2021-05-07,2021-05-07,good
EPIISL2488750/B.1.1.7/2021-05-07,2021-05-07,good
EPIISL2488751/B.1.1.348/2021-05-12,2021-05-12,good
EPIISL2488752/B.1.526/2021-05-06,2021-05-06,good
EPIISL2488753/A.2.5.3/2021-05-08,2021-05-08,good
EPIISL2488755/B.1.526/2021-05-13,2021-05-13,good
EPIISL2492329/B.1.2/2021-05-11,2021-05-11,mediocre
EPIISL2492341/B.1.526/2021-05-27,2021-05-27,good
EPIISL2492343/A.2.5.3/2021-05-27,2021-05-27,good
EPIISL2492346/B.1.1.203/2021-05-27,2021-05-27,good
EPIISL2492350/A.2.5.3/2021-05-21,2021-05-21,good
EPIISL2492351/P.1/2021-05-26,2021-05-26,good
EPIISL2492352/C.37/2021-05-27,2021-05-27,good
EPIISL2492353/B.1.526/2021-05-28,2021-05-28,mediocre
EPIISL2603836/B.1.621.1/2021-06-10,2021-06-10,good
EPIISL2604868/B.1.526/2021-06-08,2021-06-08,good
EPIISL2604869/B.1.1.7/2021-06-08,2021-06-08,good
EPIISL2604871/P.1/2021-06-09,2021-06-09,good
EPIISL2604872/B.1.1.7/2021-06-09,2021-06-09,good
EPIISL2604873/B.1.526/2021-06-09,2021-06-09,good
EPIISL2604874/B.1.526/2021-06-09,2021-06-09,good
EPIISL2604875/P.1/2021-06-09,2021-06-09,good
EPIISL2604876/P.1/2021-06-09,2021-06-09,good
EPIISL2604877/P.1/2021-06-09,2021-06-09,good
EPIISL2604878/B.1.1.7/2021-06-09,2021-06-09,good
EPIISL2604879/B.1.526/2021-06-09,2021-06-09,good
EPIISL2604880/B.1.526/2021-06-09,2021-06-09,good
EPIISL2604881/B.1.526/2021-06-09,2021-06-09,good
EPIISL2604882/A.2.5.3/2021-06-10,2021-06-10,good
EPIISL2604888/B.1/2021-06-10,2021-06-10,good
EPIISL2689832/B.1.1.1/2021-01-18,2021-01-18,good
EPIISL2689834/B.1.1/2020-09-10,2020-09-10,good
EPIISL2689845/B.1.1.7/2021-05-24,2021-05-24,good
EPIISL2712906/B.1.1/2020-09-03,2020-09-03,mediocre
EPIISL2712907/P.1/2021-06-16,2021-06-16,good
EPIISL2712908/B.1.1/2021-06-20,2021-06-20,mediocre
EPIISL2757583/B.1.1.7/2021-05-28,2021-05-28,good
EPIISL2757584/B.1.1.7/2021-05-28,2021-05-28,good
EPIISL2757585/B.1.1.7/2021-06-03,2021-06-03,good
EPIISL2757587/B.1.526/2021-05-05,2021-05-05,good
EPIISL2757588/B.1.1.7/2021-05-14,2021-05-14,good
EPIISL2757590/B.1.526/2021-06-01,2021-06-01,good
EPIISL2757591/B.1.526/2021-05-28,2021-05-28,good
EPIISL2757592/A.2.5.3/2021-06-03,2021-06-03,good
EPIISL2757593/B.1.1.7/2021-06-02,2021-06-02,good
EPIISL2757594/B.1.1.7/2021-06-01,2021-06-01,good
EPIISL2757596/B.1.526/2021-05-14,2021-05-14,good
EPIISL2757599/B.1.526/2021-05-19,2021-05-19,good
EPIISL2757600/B.1.1.7/2021-06-01,2021-06-01,good
EPIISL2757601/B.1.526/2021-05-23,2021-05-23,good
EPIISL2757602/B.1.1.348/2021-04-24,2021-04-24,good
EPIISL2757603/B.1.526/2021-05-31,2021-05-31,good
EPIISL2757604/B.1.526/2021-05-05,2021-05-05,good
EPIISL2757605/B.1.526/2021-06-03,2021-06-03,good
EPIISL2757606/B.1.526/2021-06-02,2021-06-02,good
EPIISL2757607/B.1.526/2021-06-03,2021-06-03,good
EPIISL2757608/B.1.526/2021-05-19,2021-05-19,good
EPIISL2757609/B.1.1.7/2021-06-10,2021-06-10,good
EPIISL2757610/B.1.526/2021-05-26,2021-05-26,good
EPIISL2757611/B.1.1.7/2021-05-21,2021-05-21,good
EPIISL2757615/B.1.526/2021-05-27,2021-05-27,good
EPIISL2757617/B.1.526/2021-05-27,2021-05-27,good
EPIISL2757620/B.1.526/2021-06-02,2021-06-02,good
EPIISL2757622/B.1.1.7/2021-05-16,2021-05-16,good
EPIISL2757623/B.1.1.7/2021-05-20,2021-05-20,good
EPIISL2757625/B.1.526/2021-06-01,2021-06-01,good
EPIISL2757626/B.1.526/2021-05-17,2021-05-17,good
EPIISL2757627/B.1.526/2021-06-03,2021-06-03,good
EPIISL2757628/B.1.1.7/2021-04-15,2021-04-15,good
EPIISL2757629/B.1.526/2021-05-14,2021-05-14,good
EPIISL2757630/P.1/2021-05-19,2021-05-19,good
EPIISL2757631/B.1.526/2021-05-28,2021-05-28,good
EPIISL2757632/B.1.526/2021-05-23,2021-05-23,good
EPIISL2757633/B.1.526/2021-05-19,2021-05-19,good
EPIISL2757634/B.1.526/2021-06-02,2021-06-02,good
EPIISL2757636/B.1.526/2021-05-17,2021-05-17,good
EPIISL2757637/B.1.526/2021-05-26,2021-05-26,good
EPIISL2757639/B.1.526/2021-06-01,2021-06-01,good
EPIISL2757640/A.2.5.3/2021-06-03,2021-06-03,good
EPIISL2757643/B.1.526/2021-05-27,2021-05-27,good
EPIISL2757644/B.1.526/2021-05-18,2021-05-18,good
EPIISL2757646/B.1.526/2021-05-28,2021-05-28,good
EPIISL2757647/B.1.1.7/2021-05-28,2021-05-28,good
EPIISL2757648/B.1.526/2021-06-02,2021-06-02,good
EPIISL2757650/B.1.1.348/2021-04-20,2021-04-20,mediocre
EPIISL2757652/B.1.1.7/2021-05-28,2021-05-28,good
EPIISL2757653/B.1.526/2021-05-21,2021-05-21,good
EPIISL2757654/B.1.526/2021-05-08,2021-05-08,good
EPIISL2893560/B.1.1.7/2021-06-09,2021-06-09,good
EPIISL2893561/B.1.1.7/2021-06-09,2021-06-09,good
EPIISL2893562/B.1.1.7/2021-06-16,2021-06-16,good
EPIISL2893563/B.1.1.7/2021-06-04,2021-06-04,good
EPIISL2893564/B.1.1.7/2021-06-14,2021-06-14,good
EPIISL2893565/B.1.1.7/2021-06-13,2021-06-13,good
EPIISL2893566/B.1.1.7/2021-06-09,2021-06-09,good
EPIISL2893567/B.1.1.7/2021-06-08,2021-06-08,good
EPIISL2893568/B.1.1.7/2021-06-04,2021-06-04,good
EPIISL2893569/B.1.1.7/2021-06-08,2021-06-08,good
EPIISL2893570/B.1.1.7/2021-06-18,2021-06-18,good
EPIISL2893571/B.1.1.7/2021-06-15,2021-06-15,good
EPIISL2893572/B.1.1.7/2021-06-12,2021-06-12,good
EPIISL2893573/B.1.1.7/2021-06-11,2021-06-11,good
EPIISL2893574/B.1.1.7/2021-06-10,2021-06-10,good
EPIISL2893575/B.1.1.7/2021-06-14,2021-06-14,good
EPIISL2893576/B.1.1.7/2021-06-18,2021-06-18,good
EPIISL2893577/B.1.1.7/2021-06-15,2021-06-15,good
EPIISL2893578/B.1.1.7/2021-06-08,2021-06-08,good
EPIISL2893579/B.1.1.7/2021-05-31,2021-05-31,good
EPIISL2893584/B.1.526/2021-06-11,2021-06-11,mediocre
EPIISL2893590/A.2.5.3/2021-06-09,2021-06-09,good
EPIISL2893591/A.2.5.3/2021-06-07,2021-06-07,good
EPIISL2893592/A.2.5.2/2021-06-10,2021-06-10,good
EPIISL2893593/A.2.5.3/2021-06-19,2021-06-19,good
EPIISL2893594/A.2.5.3/2021-06-08,2021-06-08,good
EPIISL2893595/A.2.5.3/2021-06-17,2021-06-17,good
EPIISL2893596/P.1/2021-06-10,2021-06-10,good
EPIISL2893597/P.1/2021-06-21,2021-06-21,good
EPIISL2893598/P.1/2021-06-15,2021-06-15,good
EPIISL2893599/P.1/2021-06-08,2021-06-08,good
EPIISL2893600/P.1/2021-06-08,2021-06-08,good
EPIISL2893601/P.1.12/2021-06-10,2021-06-10,good
EPIISL2893602/P.1/2021-06-18,2021-06-18,good
EPIISL2893603/P.1/2021-06-04,2021-06-04,good
EPIISL2893604/P.1/2021-06-08,2021-06-08,good
EPIISL2893605/P.1/2021-06-03,2021-06-03,good
EPIISL2893606/B.1.526/2021-06-09,2021-06-09,good
EPIISL2893607/B.1.526/2021-06-08,2021-06-08,good
EPIISL2893618/B.1.526/2021-06-14,2021-06-14,mediocre
EPIISL2893619/B.1.526/2021-06-14,2021-06-14,mediocre
EPIISL2893620/B.1.526/2021-06-03,2021-06-03,good
EPIISL2893621/B.1.526/2021-06-17,2021-06-17,good
EPIISL2893622/B.1.526/2021-06-19,2021-06-19,good
EPIISL2893623/B.1.526/2021-06-09,2021-06-09,good
EPIISL2893624/B.1.526/2021-06-04,2021-06-04,good
EPIISL2893625/B.1.526/2021-06-07,2021-06-07,good
EPIISL2893626/B.1.526/2021-06-08,2021-06-08,good
EPIISL2893627/B.1.526/2021-06-10,2021-06-10,good
EPIISL2893628/B.1.526/2021-06-11,2021-06-11,good
EPIISL2893629/B.1.526/2021-06-09,2021-06-09,good
EPIISL2893630/B.1.526/2021-06-16,2021-06-16,good
EPIISL2893631/B.1.526/2021-06-18,2021-06-18,good
EPIISL2893632/B.1.526/2021-06-16,2021-06-16,good
EPIISL2893633/B.1.526/2021-06-06,2021-06-06,good
EPIISL2893634/B.1.526/2021-06-11,2021-06-11,good
EPIISL2893635/B.1.526/2021-06-11,2021-06-11,good
EPIISL2893636/B.1.526/2021-06-09,2021-06-09,good
EPIISL2893637/B.1.526/2021-06-15,2021-06-15,good
EPIISL2893638/B.1.526/2021-06-18,2021-06-18,good
EPIISL2893639/B.1.526/2021-06-14,2021-06-14,good
EPIISL2893640/B.1.526/2021-06-09,2021-06-09,good
EPIISL2893641/B.1.526/2021-06-08,2021-06-08,good
EPIISL2893642/B.1.526/2021-06-14,2021-06-14,good
EPIISL2893643/B.1.526/2021-06-18,2021-06-18,good
EPIISL2893644/B.1.526/2021-06-08,2021-06-08,good
EPIISL2893645/B.1.526/2021-05-07,2021-05-07,good
EPIISL2893646/B.1.526/2021-06-14,2021-06-14,good
EPIISL2893647/B.1.526/2021-06-10,2021-06-10,good
EPIISL2893648/B.1.526/2021-06-10,2021-06-10,good
EPIISL2893649/B.1.526/2021-06-10,2021-06-10,good
EPIISL2893650/B.1.526/2021-06-03,2021-06-03,good
EPIISL2893651/B.1.526/2021-06-16,2021-06-16,good
EPIISL2893652/B.1.526/2021-06-10,2021-06-10,good
EPIISL2893653/B.1.526/2021-06-15,2021-06-15,good
EPIISL2893654/B.1.526/2021-06-16,2021-06-16,good
EPIISL2893655/B.1.526/2021-06-04,2021-06-04,good
EPIISL2893656/B.1.526/2021-06-14,2021-06-14,good
EPIISL2893657/B.1.526/2021-06-14,2021-06-14,good
EPIISL2893658/B.1.526/2021-06-04,2021-06-04,good
EPIISL2893659/B.1.526/2021-06-07,2021-06-07,good
EPIISL2893660/B.1.526/2021-06-02,2021-06-02,good
EPIISL2893661/B.1.526/2021-06-05,2021-06-05,good
EPIISL2893662/B.1.526/2021-06-09,2021-06-09,good
EPIISL2893663/B.1.526/2021-06-14,2021-06-14,good
EPIISL2893664/B.1.526/2021-06-14,2021-06-14,good
EPIISL2893665/B.1.526/2021-06-08,2021-06-08,good
EPIISL2893666/B.1.526/2021-06-09,2021-06-09,good
EPIISL2893667/B.1.1/2021-06-08,2021-06-08,good
EPIISL2895665/AY.4/2021-06-24,2021-06-24,good
EPIISL2895666/AY.4/2021-06-22,2021-06-22,good
EPIISL2895667/AY.4/2021-06-23,2021-06-23,good
EPIISL2895669/AY.4/2021-07-04,2021-07-04,good
EPIISL2895670/AY.4/2021-06-29,2021-06-29,good
EPIISL2895672/AY.1/2021-06-30,2021-06-30,good
EPIISL2895673/AY.4/2021-07-01,2021-07-01,good
EPIISL2895674/AY.4/2021-06-24,2021-06-24,good
EPIISL2897538/B.1.621/2021-06-07,2021-06-07,good
EPIISL2897539/B.1.621.1/2021-06-08,2021-06-08,good
EPIISL2897540/B.1.621/2021-06-17,2021-06-17,good
EPIISL2897542/B.1.621/2021-06-06,2021-06-06,good
EPIISL2897544/P.1/2021-06-10,2021-06-10,good
EPIISL2897546/B.1.621/2021-06-18,2021-06-18,good
EPIISL2897548/B.1.621/2021-06-19,2021-06-19,good
EPIISL2897549/B.1.621/2021-06-16,2021-06-16,good
EPIISL2897550/B.1.621/2021-06-15,2021-06-15,good
EPIISL2897552/B.1.621/2021-06-17,2021-06-17,good
EPIISL2897553/B.1.1.7/2021-06-07,2021-06-07,good
EPIISL2897554/B.1.621/2021-06-16,2021-06-16,good
EPIISL2897555/B.1.621/2021-06-08,2021-06-08,good
EPIISL2897557/B.1.621.1/2021-06-09,2021-06-09,good
EPIISL2897558/B.1.621/2021-06-20,2021-06-20,good
EPIISL2897559/B.1.621/2021-06-19,2021-06-19,good
EPIISL2988447/B.1.526/2021-07-05,2021-07-05,good
EPIISL2988448/P.1/2021-07-01,2021-07-01,good
EPIISL2988450/B.1.526/2021-07-02,2021-07-02,good
EPIISL2988451/A.2.5.3/2021-07-01,2021-07-01,good
EPIISL2988453/A.2.5/2021-07-01,2021-07-01,mediocre
EPIISL2988454/B.1.526/2021-07-02,2021-07-02,good
EPIISL2988455/B.1.526/2021-06-24,2021-06-24,good
EPIISL2988456/B.1.526/2021-06-28,2021-06-28,good
EPIISL2988458/B.1.526/2021-06-25,2021-06-25,good
EPIISL2988459/B.1.1.7/2021-06-23,2021-06-23,good
EPIISL2988460/B.1.526/2021-07-02,2021-07-02,good
EPIISL2988461/B.1.526/2021-07-05,2021-07-05,mediocre
EPIISL2988462/P.1/2021-07-01,2021-07-01,good
EPIISL2988463/P.1/2021-07-01,2021-07-01,good
EPIISL2988465/B.1.526/2021-07-02,2021-07-02,good
EPIISL2988466/P.1/2021-06-23,2021-06-23,good
EPIISL2988469/B.1.1.7/2021-06-17,2021-06-17,good
EPIISL2988474/B.1.526/2021-06-10,2021-06-10,good
EPIISL2988475/B.1.526/2021-06-29,2021-06-29,good
EPIISL2988476/B.1.526/2021-06-22,2021-06-22,good
EPIISL2988477/B.1.526/2021-07-05,2021-07-05,good
EPIISL2988478/B.1.526/2021-06-09,2021-06-09,good
EPIISL2988479/P.1/2021-07-06,2021-07-06,good
EPIISL2988480/B.1.526/2021-06-23,2021-06-23,good
EPIISL2988481/B.1.526/2021-07-01,2021-07-01,good
EPIISL2988482/B.1.1.7/2021-06-29,2021-06-29,good
EPIISL2988483/B.1.526/2021-06-30,2021-06-30,good
EPIISL2988486/P.1/2021-07-06,2021-07-06,good
EPIISL2988489/B.1.526/2021-07-05,2021-07-05,good
EPIISL2988494/B.1.526/2021-07-01,2021-07-01,good
EPIISL2988497/A.2.5.3/2021-06-28,2021-06-28,good
EPIISL2988500/B.1.526/2021-06-28,2021-06-28,good
EPIISL2988501/P.1/2021-07-01,2021-07-01,good
EPIISL2988502/P.1.10/2021-07-01,2021-07-01,good
EPIISL2988504/B.1.526/2021-07-02,2021-07-02,good
EPIISL2988505/B.1.526/2021-06-29,2021-06-29,good
EPIISL2988506/P.1/2021-07-05,2021-07-05,good
EPIISL2988507/B.1.526/2021-06-30,2021-06-30,good
EPIISL2988510/B.1.526/2021-06-29,2021-06-29,good
EPIISL2988515/B.1.526/2021-06-29,2021-06-29,good
EPIISL2988516/B.1.526/2021-07-01,2021-07-01,good
EPIISL2988517/B.1.526/2021-06-24,2021-06-24,good
EPIISL2988518/A.2.5.3/2021-07-01,2021-07-01,good
EPIISL2988519/P.1/2021-07-05,2021-07-05,good
EPIISL2988520/B.1.1.7/2021-06-30,2021-06-30,good
EPIISL2988521/B.1.526/2021-06-25,2021-06-25,good
EPIISL2988523/B.1.526/2021-06-30,2021-06-30,good
EPIISL2988527/B.1.526/2021-06-30,2021-06-30,good
EPIISL2988528/P.1/2021-07-06,2021-07-06,good
EPIISL2988529/P.1/2021-06-22,2021-06-22,good
EPIISL2988530/B.1.526/2021-07-05,2021-07-05,good
EPIISL2988531/P.1/2021-06-21,2021-06-21,good
EPIISL2988532/B.1.1.7/2021-07-01,2021-07-01,good
EPIISL2988535/B.1.526/2021-06-28,2021-06-28,good
EPIISL2988536/B.1.1.348/2021-06-28,2021-06-28,mediocre
EPIISL2988538/B.1.526/2021-07-01,2021-07-01,good
EPIISL2988542/A.2.5.3/2021-07-02,2021-07-02,good
EPIISL2988543/B.1.526/2021-06-29,2021-06-29,good
EPIISL2988544/B.1.526/2021-06-28,2021-06-28,good
EPIISL2988545/B.1.526/2021-06-21,2021-06-21,good
EPIISL2988546/B.1.1.7/2021-07-01,2021-07-01,good
EPIISL2988547/A.2.5.3/2021-07-01,2021-07-01,good
EPIISL2988550/B.1.1.7/2021-06-29,2021-06-29,good
EPIISL2988551/B.1.526/2021-06-30,2021-06-30,good
EPIISL2988552/P.1/2021-06-28,2021-06-28,good
EPIISL2988555/B.1.1.7/2021-06-22,2021-06-22,good
EPIISL2988556/P.1/2021-07-06,2021-07-06,good
EPIISL2988557/B.1.526/2021-07-02,2021-07-02,good
EPIISL2988558/B.1.1.7/2021-06-08,2021-06-08,good
EPIISL2988559/B.1.1.7/2021-06-28,2021-06-28,good
EPIISL2988560/P.1.2/2021-07-02,2021-07-02,good
EPIISL2988561/P.1/2021-06-29,2021-06-29,good
EPIISL2988562/B.1.1.7/2021-06-28,2021-06-28,good
EPIISL2988563/B.1.526/2021-06-24,2021-06-24,good
EPIISL2988564/B.1.1.7/2021-06-23,2021-06-23,good
EPIISL2988568/P.1/2021-06-21,2021-06-21,good
EPIISL2988569/B.1.526/2021-06-30,2021-06-30,good
EPIISL2988571/B.1.526/2021-06-30,2021-06-30,good
EPIISL2988572/B.1.526/2021-07-01,2021-07-01,good
EPIISL2988573/P.1/2021-07-05,2021-07-05,good
EPIISL2988574/B.1.526/2021-07-01,2021-07-01,good
EPIISL2988576/B.1.526/2021-07-02,2021-07-02,good
EPIISL2988577/P.1/2021-07-01,2021-07-01,good
EPIISL2988578/A.2.5.3/2021-07-01,2021-07-01,good
EPIISL2988579/B.1.526/2021-07-02,2021-07-02,good
EPIISL2988580/B.1.526/2021-07-02,2021-07-02,good
EPIISL2988581/P.1/2021-06-28,2021-06-28,good
EPIISL2988583/B.1.526/2021-07-05,2021-07-05,good
EPIISL3010423/B.1.621/2021-07-02,2021-07-02,good
EPIISL3010424/B.1.621/2021-06-24,2021-06-24,good
EPIISL3010425/B.1.621.1/2021-06-15,2021-06-15,good
EPIISL3010426/B.1.621/2021-06-28,2021-06-28,good
EPIISL3010427/B.1.621.1/2021-06-29,2021-06-29,good
EPIISL3010428/B.1.621.1/2021-07-06,2021-07-06,good
EPIISL3010431/B.1.621.1/2021-06-29,2021-06-29,good
EPIISL3010432/B.1.621/2021-07-01,2021-07-01,good
EPIISL3010433/B.1.621/2021-07-05,2021-07-05,good
EPIISL3010434/B.1.621/2021-07-01,2021-07-01,good
EPIISL3010435/B.1.621/2021-06-30,2021-06-30,good
EPIISL3010436/B.1.621.1/2021-06-29,2021-06-29,good
EPIISL3010437/P.1/2021-07-02,2021-07-02,good
EPIISL3010438/B.1.621/2021-06-21,2021-06-21,good
EPIISL3010439/B.1.621/2021-06-24,2021-06-24,good
EPIISL3010440/B.1.621/2021-06-22,2021-06-22,good
EPIISL3010441/B.1.526/2021-07-01,2021-07-01,good
EPIISL3010442/B.1.621/2021-07-02,2021-07-02,good
EPIISL3010443/B.1.621/2021-07-01,2021-07-01,good
EPIISL3010444/B.1.621/2021-06-28,2021-06-28,good
EPIISL3010445/B.1.621/2021-06-30,2021-06-30,good
EPIISL3010446/B.1.621/2021-07-01,2021-07-01,good
EPIISL3010448/B.1.621/2021-06-26,2021-06-26,good
EPIISL3010449/B.1.621.1/2021-07-01,2021-07-01,good
EPIISL3010450/B.1.621/2021-07-03,2021-07-03,good
EPIISL3010451/B.1.621/2021-07-02,2021-07-02,good
EPIISL3010452/B.1.621/2021-06-23,2021-06-23,good
EPIISL3010454/B.1.621/2021-06-28,2021-06-28,good
EPIISL3010455/B.1.621/2021-06-28,2021-06-28,good
EPIISL3010456/B.1.621/2021-06-26,2021-06-26,good
EPIISL3010457/B.1.621/2021-06-30,2021-06-30,good
EPIISL3010459/B.1.621/2021-06-28,2021-06-28,good
EPIISL3010460/B.1.621/2021-07-05,2021-07-05,good
EPIISL3010462/B.1.621/2021-07-01,2021-07-01,good
EPIISL3010463/B.1.621/2021-06-25,2021-06-25,good
EPIISL3068144/P.1/2021-07-05,2021-07-05,good
EPIISL3068152/B.1.526/2021-07-04,2021-07-04,good
EPIISL3068155/A.2.5/2021-07-06,2021-07-06,good
EPIISL3068159/P.1/2021-07-09,2021-07-09,good
EPIISL3068161/B.1.526/2021-07-10,2021-07-10,good
EPIISL3068166/P.1/2021-07-08,2021-07-08,good
EPIISL3068168/B.1.526/2021-07-08,2021-07-08,good
EPIISL3068173/B.1.1.7/2021-07-04,2021-07-04,good
EPIISL3068177/B.1.1.7/2021-07-12,2021-07-12,good
EPIISL3068182/B.1.1.7/2021-07-03,2021-07-03,good
EPIISL3068188/P.1/2021-07-13,2021-07-13,mediocre
EPIISL3068191/B.1.1.7/2021-07-07,2021-07-07,good
EPIISL3068194/P.1/2021-07-05,2021-07-05,good
EPIISL3068199/P.1/2021-07-06,2021-07-06,good
EPIISL3068202/P.1.10/2021-07-14,2021-07-14,good
EPIISL3068204/B.1.1.7/2021-07-13,2021-07-13,good
EPIISL3068205/A.2.5.3/2021-07-09,2021-07-09,good
EPIISL3068206/B.1.526/2021-07-07,2021-07-07,good
EPIISL3068211/B.1.526/2021-07-06,2021-07-06,good
EPIISL3068213/P.1/2021-07-10,2021-07-10,good
EPIISL3068215/A.2.5.3/2021-07-09,2021-07-09,good
EPIISL3068218/P.1/2021-07-07,2021-07-07,good
EPIISL3068223/P.1/2021-07-08,2021-07-08,good
EPIISL3068225/B.1.526/2021-07-05,2021-07-05,good
EPIISL3068227/B.1.526/2021-07-06,2021-07-06,good
EPIISL3068228/P.1/2021-07-07,2021-07-07,good
