name,date,qc.overallStatus
EPIISL3068231/P.1/2021-07-08,2021-07-08,good
EPIISL3068235/A.2.5.3/2021-07-08,2021-07-08,good
EPIISL3068238/B.1.526/2021-07-09,2021-07-09,good
EPIISL3068240/B.1.526/2021-07-12,2021-07-12,good
EPIISL3068241/P.1/2021-07-15,2021-07-15,good
EPIISL3088301/B.1.526/2021-06-23,2021-06-23,good
EPIISL3088304/B.1.526/2021-06-28,2021-06-28,good
EPIISL3088305/B.1.526/2021-06-30,2021-06-30,good
EPIISL3088306/B/2021-07-13,2021-07-13,good
EPIISL3088307/AY.20/2021-07-14,2021-07-14,good
EPIISL3088308/P.1/2021-07-14,2021-07-14,good
EPIISL3088309/B.1.1/2021-07-15,2021-07-15,good
EPIISL3088310/AY.20/2021-07-19,2021-07-19,good
EPIISL3088311/B.1/2021-07-19,2021-07-19,good
EPIISL3088312/B.1.526/2021-07-21,2021-07-21,good
EPIISL3088313/B.1.526/2021-06-29,2021-06-29,good
EPIISL3088314/B.1.526/2021-06-29,2021-06-29,good
EPIISL3088316/P.1/2021-06-29,2021-06-29,good
EPIISL3088317/P.1/2021-06-29,2021-06-29,good
EPIISL3088319/P.1/2021-06-30,2021-06-30,good
EPIISL3088320/B.1.526/2021-06-30,2021-06-30,good
EPIISL3088322/B.1.526/2021-06-30,2021-06-30,good
EPIISL3088325/B.1.526/2021-07-19,2021-07-19,good
EPIISL3088327/P.1/2021-07-19,2021-07-19,good
EPIISL3088328/B.1.526/2021-07-20,2021-07-20,good
EPIISL3088329/B.1.617.2/2021-07-20,2021-07-20,good
EPIISL3088334/B.1.623/2021-07-15,2021-07-15,good
EPIISL3088339/B.1.526/2021-06-30,2021-06-30,good
EPIISL3133183/B.1.621.1/2021-07-06,2021-07-06,good
EPIISL3133185/B.1.621/2021-07-08,2021-07-08,good
EPIISL3133189/B.1.621/2021-07-06,2021-07-06,good
EPIISL3133190/B.1.621.1/2021-07-04,2021-07-04,good
EPIISL3133191/B.1.621/2021-07-13,2021-07-13,good
EPIISL3133192/B.1.621/2021-07-08,2021-07-08,good
EPIISL3133193/B.1.621/2021-07-08,2021-07-08,good
EPIISL3133197/B.1.621/2021-07-09,2021-07-09,good
EPIISL3133200/B.1.621/2021-07-07,2021-07-07,good
EPIISL3133201/B.1.621/2021-07-13,2021-07-13,good
EPIISL3133204/B.1.621/2021-07-09,2021-07-09,good
EPIISL3133206/B.1.621/2021-07-07,2021-07-07,good
EPIISL3133207/P.1/2021-07-06,2021-07-06,good
EPIISL3133212/B.1.621/2021-07-06,2021-07-06,good
EPIISL3133214/B.1.621/2021-07-08,2021-07-08,good
EPIISL3133225/B.1.621/2021-07-11,2021-07-11,good
EPIISL3133226/B.1.621.1/2021-07-08,2021-07-08,good
EPIISL3260700/B.1.1.7/2021-07-29,2021-07-29,good
EPIISL3267868/AY.4/2021-07-30,2021-07-30,good
EPIISL3267869/AY.4/2021-07-30,2021-07-30,good
EPIISL3267870/AY.25/2021-07-30,2021-07-30,good
EPIISL3267871/B.1.617.2/2021-07-30,2021-07-30,good
EPIISL3267872/B.1.617.2/2021-07-30,2021-07-30,good
EPIISL3274088/AY.4/2021-07-15,2021-07-15,good
EPIISL3274089/AY.4/2021-07-15,2021-07-15,good
EPIISL3274090/AY.4/2021-07-06,2021-07-06,good
EPIISL3274091/AY.4/2021-07-13,2021-07-13,good
EPIISL3274092/AY.4/2021-07-13,2021-07-13,good
EPIISL3274093/AY.4/2021-07-01,2021-07-01,good
EPIISL3274097/AY.4/2021-07-13,2021-07-13,good
EPIISL3274098/AY.4/2021-07-05,2021-07-05,good
EPIISL3274099/AY.4/2021-07-14,2021-07-14,good
EPIISL3274100/AY.4/2021-07-06,2021-07-06,good
EPIISL3274101/B.1.617.2/2021-07-14,2021-07-14,good
EPIISL3274108/AY.4/2021-07-01,2021-07-01,good
EPIISL3274110/AY.4/2021-07-13,2021-07-13,good
EPIISL3274112/AY.4/2021-07-08,2021-07-08,good
EPIISL3274113/AY.4/2021-07-13,2021-07-13,good
EPIISL3274115/AY.4/2021-07-12,2021-07-12,good
EPIISL3274116/AY.4/2021-07-13,2021-07-13,good
EPIISL3274117/AY.4/2021-07-15,2021-07-15,good
EPIISL3274395/P.1/2021-07-14,2021-07-14,good
EPIISL3274398/P.1.3/2021-07-06,2021-07-06,good
EPIISL3274399/B.1.526/2021-07-06,2021-07-06,good
EPIISL3274402/AY.4/2021-07-21,2021-07-21,good
EPIISL3274403/C.37/2021-07-18,2021-07-18,mediocre
EPIISL3274408/B.1.526/2021-07-05,2021-07-05,good
EPIISL3274410/B.1.1.7/2021-07-06,2021-07-06,good
EPIISL3274411/AY.4/2021-07-06,2021-07-06,good
EPIISL3274412/B.1.621/2021-07-20,2021-07-20,good
EPIISL3274413/B.1.526/2021-07-16,2021-07-16,good
EPIISL3274416/B.1.621.1/2021-07-16,2021-07-16,good
EPIISL3274417/B.1.1.7/2021-07-20,2021-07-20,good
EPIISL3274420/B.1.617.2/2021-07-15,2021-07-15,good
EPIISL3274421/B.1.621/2021-07-21,2021-07-21,good
EPIISL3274426/A.2.5.3/2021-07-16,2021-07-16,good
EPIISL3274429/B.1.621/2021-07-14,2021-07-14,good
EPIISL3274430/P.1/2021-07-15,2021-07-15,good
EPIISL3274432/B.1.621/2021-07-19,2021-07-19,good
EPIISL3274433/AY.26/2021-07-18,2021-07-18,good
EPIISL3274434/B.1.526/2021-07-16,2021-07-16,good
EPIISL3274435/C.37/2021-07-07,2021-07-07,mediocre
EPIISL3274436/B.1.621.1/2021-07-16,2021-07-16,good
EPIISL3274437/AY.4/2021-07-19,2021-07-19,good
EPIISL3274438/B.1.526/2021-07-21,2021-07-21,good
EPIISL3274439/B.1.526/2021-07-14,2021-07-14,good
EPIISL3274441/B.1.637/2021-07-05,2021-07-05,good
EPIISL3274444/B.1.526/2021-07-07,2021-07-07,good
EPIISL3274446/B.1.526/2021-07-16,2021-07-16,good
EPIISL3274448/B.1.526/2021-07-16,2021-07-16,good
EPIISL3274450/B.1.526/2021-07-05,2021-07-05,good
EPIISL3274451/B.1.621/2021-07-14,2021-07-14,good
EPIISL3274452/B.1.621/2021-07-14,2021-07-14,good
EPIISL3274454/B.1.617.2/2021-07-05,2021-07-05,good
EPIISL3274455/AY.4/2021-07-20,2021-07-20,good
EPIISL3274456/B.1.621.1/2021-07-21,2021-07-21,good
EPIISL3274457/B.1.621/2021-07-19,2021-07-19,good
EPIISL3274458/P.1/2021-07-13,2021-07-13,good
EPIISL3274459/AY.4/2021-07-21,2021-07-21,good
EPIISL3274460/P.1/2021-07-15,2021-07-15,good
EPIISL3274462/P.1/2021-07-06,2021-07-06,good
EPIISL3274463/AY.4/2021-07-21,2021-07-21,good
EPIISL3274464/B.1.526/2021-07-19,2021-07-19,good
EPIISL3274467/B.1.621/2021-07-15,2021-07-15,good
EPIISL3274468/B.1.1.7/2021-07-15,2021-07-15,good
EPIISL3274469/B.1.526/2021-07-19,2021-07-19,good
EPIISL3274470/B.1.621/2021-07-15,2021-07-15,good
EPIISL3274471/B.1.526/2021-07-14,2021-07-14,good
EPIISL3274472/B.1.621/2021-07-14,2021-07-14,good
EPIISL3274476/B.1.1.7/2021-07-20,2021-07-20,good
EPIISL3274477/AY.4/2021-07-16,2021-07-16,good
EPIISL3274480/P.1/2021-07-15,2021-07-15,good
EPIISL3274481/B.1.621.1/2021-07-14,2021-07-14,good
EPIISL3274483/B.1.621/2021-07-16,2021-07-16,good
EPIISL3274486/B.1.621/2021-07-16,2021-07-16,good
EPIISL3274487/B.1.1.7/2021-07-19,2021-07-19,good
EPIISL3274489/A.2.5.3/2021-07-18,2021-07-18,good
EPIISL3274491/AY.4/2021-07-21,2021-07-21,mediocre
EPIISL3274493/B.1.1.7/2021-07-16,2021-07-16,good
EPIISL3274495/B.1.621/2021-07-06,2021-07-06,good
EPIISL3274497/P.1/2021-07-19,2021-07-19,good
EPIISL3274498/B.1.621/2021-07-15,2021-07-15,good
EPIISL3274502/P.1/2021-07-16,2021-07-16,good
EPIISL3274503/P.1.9/2021-07-05,2021-07-05,good
EPIISL3274504/B.1.621.1/2021-07-16,2021-07-16,good
EPIISL3274508/B.1.1.7/2021-07-15,2021-07-15,good
EPIISL3274509/A.2.5.3/2021-07-18,2021-07-18,good
EPIISL3274510/AY.4/2021-07-19,2021-07-19,good
EPIISL3274512/P.1/2021-07-06,2021-07-06,good
EPIISL3274514/B.1.526/2021-07-20,2021-07-20,good
EPIISL3274515/AY.4/2021-07-21,2021-07-21,good
EPIISL3274516/B.1.621/2021-07-21,2021-07-21,good
EPIISL3274518/AY.4/2021-07-21,2021-07-21,good
EPIISL3274519/B.1.1.7/2021-07-05,2021-07-05,good
EPIISL3274520/P.1/2021-07-16,2021-07-16,good
EPIISL3274521/B.1.617.2/2021-07-21,2021-07-21,good
EPIISL3274522/B.1.526/2021-07-21,2021-07-21,good
EPIISL3274524/P.1.9/2021-07-05,2021-07-05,good
EPIISL3274525/P.1/2021-07-19,2021-07-19,good
EPIISL3274528/B.1.1.7/2021-07-16,2021-07-16,good
EPIISL3274530/P.1/2021-07-17,2021-07-17,good
EPIISL3274531/B.1.526/2021-07-16,2021-07-16,good
EPIISL3274532/B.1.621/2021-07-06,2021-07-06,good
EPIISL3274537/B.1.1.7/2021-07-16,2021-07-16,good
EPIISL3274538/B.1.621/2021-07-16,2021-07-16,good
EPIISL3274539/P.1/2021-07-06,2021-07-06,good
EPIISL3274540/P.1/2021-07-06,2021-07-06,mediocre
EPIISL3274542/B.1.621/2021-07-16,2021-07-16,good
EPIISL3274543/B.1.621/2021-07-13,2021-07-13,good
EPIISL3274546/B.1.621/2021-07-16,2021-07-16,good
EPIISL3274547/AY.4/2021-07-19,2021-07-19,good
EPIISL3274549/P.1/2021-07-16,2021-07-16,good
EPIISL3274551/B.1.617.2/2021-07-16,2021-07-16,good
EPIISL3274553/B.1.526/2021-07-15,2021-07-15,good
EPIISL3274554/B.1.526/2021-07-05,2021-07-05,good
EPIISL3274558/B.1.526/2021-07-21,2021-07-21,good
EPIISL3274560/B.1.1.7/2021-07-20,2021-07-20,good
EPIISL3274563/B.1.621/2021-07-16,2021-07-16,good
EPIISL3274565/B.1.1.7/2021-07-18,2021-07-18,good
EPIISL3274568/B.1.526/2021-07-16,2021-07-16,good
EPIISL3274569/P.1/2021-07-16,2021-07-16,good
EPIISL3274570/A.2.5.3/2021-07-16,2021-07-16,good
EPIISL3274571/B.1.617.2/2021-07-21,2021-07-21,good
EPIISL3274572/B.1.1.7/2021-07-15,2021-07-15,good
EPIISL3274577/B.1.621.1/2021-07-16,2021-07-16,good
EPIISL3274578/B.1.526/2021-07-20,2021-07-20,mediocre
EPIISL3274579/B.1.621/2021-07-20,2021-07-20,good
EPIISL3274580/B.1.526/2021-07-06,2021-07-06,good
EPIISL3274581/B.1.621.1/2021-07-05,2021-07-05,good
EPIISL3274583/B.1.526/2021-07-13,2021-07-13,good
EPIISL3274586/AY.4/2021-07-21,2021-07-21,good
EPIISL3274589/B.1.621/2021-07-20,2021-07-20,good
EPIISL3274590/B.1.526/2021-07-07,2021-07-07,good
EPIISL3274591/B.1.621/2021-07-19,2021-07-19,good
EPIISL3274593/P.1/2021-07-06,2021-07-06,good
EPIISL3274595/AY.4/2021-07-20,2021-07-20,good
EPIISL3274598/B.1.621/2021-07-15,2021-07-15,good
EPIISL3274600/B.1.526/2021-07-05,2021-07-05,good
EPIISL3274602/A.2.5.3/2021-07-17,2021-07-17,good
EPIISL3274603/B.1.526/2021-07-16,2021-07-16,good
EPIISL3274605/B.1.1.7/2021-07-05,2021-07-05,good
EPIISL3274608/P.1/2021-07-16,2021-07-16,good
EPIISL3274609/B.1.526/2021-07-19,2021-07-19,good
EPIISL3274610/B.1.617.2/2021-07-21,2021-07-21,good
EPIISL3274611/A.2.5.3/2021-07-17,2021-07-17,good
EPIISL3274613/B.1.621/2021-07-20,2021-07-20,good
EPIISL3274615/P.1/2021-07-15,2021-07-15,good
EPIISL3274617/B.1.621/2021-07-16,2021-07-16,good
EPIISL3274618/AY.4/2021-07-20,2021-07-20,good
EPIISL3274619/B.1.621/2021-07-20,2021-07-20,good
EPIISL3274621/B.1.621/2021-07-16,2021-07-16,good
EPIISL3274622/B.1.526/2021-07-16,2021-07-16,good
EPIISL3274623/B.1.621.1/2021-07-08,2021-07-08,good
EPIISL3274624/B.1.526/2021-07-14,2021-07-14,good
EPIISL3505593/None/2021-08-05,2021-08-05,good
EPIISL3505609/B.1.621/2021-08-05,2021-08-05,good
EPIISL3505610/P.1.12/2021-07-21,2021-07-21,good
EPIISL3505611/P.1.12/2021-07-21,2021-07-21,good
EPIISL3505612/B.1.621/2021-07-22,2021-07-22,good
EPIISL3505613/B.1.621/2021-07-30,2021-07-30,good
EPIISL3505614/C.37/2021-07-30,2021-07-30,good
EPIISL3505615/B.1/2021-08-02,2021-08-02,good
EPIISL3505616/AY.25/2021-08-03,2021-08-03,good
EPIISL3505617/C.37/2021-08-05,2021-08-05,good
EPIISL3505618/C.37/2021-08-05,2021-08-05,good
EPIISL3505619/AY.33/2021-08-05,2021-08-05,good
EPIISL3505620/P.1/2021-08-05,2021-08-05,good
EPIISL3505621/C.37/2021-08-05,2021-08-05,good
EPIISL3505622/A.2.5.3/2021-08-02,2021-08-02,good
EPIISL3505623/AY.33/2021-08-02,2021-08-02,good
EPIISL3505624/B.1.526/2021-07-21,2021-07-21,good
EPIISL3505625/B.1.621/2021-08-04,2021-08-04,good
EPIISL3505626/B.1.621/2021-08-06,2021-08-06,good
EPIISL3505627/B.1.526/2021-08-03,2021-08-03,good
EPIISL3505628/B.1.621/2021-08-05,2021-08-05,good
EPIISL3505629/P.1/2021-08-02,2021-08-02,good
EPIISL3505630/P.1/2021-08-10,2021-08-10,good
EPIISL3505631/B.1.621/2021-08-10,2021-08-10,good
EPIISL3506143/B.1.1.231/2021-01-28,2021-01-28,good
EPIISL3506146/B.1.526/2021-07-19,2021-07-19,good
EPIISL3506150/B.1.1.348/2021-01-18,2021-01-18,good
EPIISL3506151/B.1.1/2020-08-19,2020-08-19,good
EPIISL3506153/B.1.526/2021-07-17,2021-07-17,good
EPIISL3506154/B.1.1.121/2020-07-01,2020-07-01,good
EPIISL3506156/B.1.1.7/2021-07-21,2021-07-21,good
EPIISL3506157/B.1.621/2021-07-16,2021-07-16,good
EPIISL3506158/B.1.1/2020-08-12,2020-08-12,good
EPIISL3506160/B.1.1/2021-07-19,2021-07-19,mediocre
EPIISL3824567/B.1.623/2021-07-29,2021-07-29,good
EPIISL3824580/B.1/2021-08-16,2021-08-16,good
EPIISL3824589/B.1.526/2021-07-15,2021-07-15,good
EPIISL3824590/None/2021-07-16,2021-07-16,good
EPIISL3824591/None/2021-07-13,2021-07-13,good
EPIISL3824593/B.1/2021-07-16,2021-07-16,good
EPIISL3824594/B.1.1.10/2021-07-10,2021-07-10,good
EPIISL3824596/B.1/2021-07-16,2021-07-16,good
EPIISL3824597/B.1.623/2021-07-12,2021-07-12,good
EPIISL3824598/B.1/2021-07-27,2021-07-27,good
EPIISL3824606/P.1/2021-07-30,2021-07-30,good
EPIISL3824607/B.1/2021-07-27,2021-07-27,good
EPIISL3824608/B.1/2021-07-15,2021-07-15,good
EPIISL3845798/None/2021-08-13,2021-08-13,good
EPIISL3845803/B.1.526/2021-08-16,2021-08-16,good
EPIISL3845812/AY.4/2021-08-16,2021-08-16,good
EPIISL3845814/B.1.617.2/2021-08-17,2021-08-17,good
EPIISL3845815/AY.26/2021-08-16,2021-08-16,good
EPIISL3845825/AY.4/2021-08-17,2021-08-17,good
EPIISL3845828/AY.4/2021-08-17,2021-08-17,good
EPIISL4467162/P.1/2021-07-28,2021-07-28,good
EPIISL4467163/B.1.526/2021-07-14,2021-07-14,good
EPIISL4496941/B.1.621.1/2021-07-26,2021-07-26,good
EPIISL4496942/AY.4/2021-07-29,2021-07-29,good
EPIISL4496943/B.1.526/2021-08-03,2021-08-03,mediocre
EPIISL4496946/P.1/2021-07-14,2021-07-14,good
EPIISL4496948/AY.4/2021-07-29,2021-07-29,good
EPIISL4496949/B.1.621/2021-07-10,2021-07-10,good
EPIISL4496951/B.1.1.7/2021-07-20,2021-07-20,good
EPIISL4496952/P.1/2021-07-20,2021-07-20,good
EPIISL4496954/A.2.5.3/2021-07-13,2021-07-13,good
EPIISL4496956/B.1.621/2021-07-14,2021-07-14,good
EPIISL4496957/B.1.621/2021-07-14,2021-07-14,good
EPIISL4496959/P.1/2021-07-20,2021-07-20,good
EPIISL4496963/B.1.621/2021-07-21,2021-07-21,good
EPIISL4496965/P.1/2021-07-20,2021-07-20,good
EPIISL4496966/P.1/2021-07-14,2021-07-14,good
EPIISL4496967/B.1.621.1/2021-07-20,2021-07-20,good
EPIISL4496968/P.1/2021-07-20,2021-07-20,good
EPIISL4496971/B.1.526/2021-07-28,2021-07-28,good
EPIISL4496972/B.1.526/2021-07-12,2021-07-12,good
EPIISL4496975/B.1.621/2021-07-19,2021-07-19,good
EPIISL4496976/B.1.621.1/2021-07-26,2021-07-26,good
EPIISL4496978/AY.4/2021-07-26,2021-07-26,good
EPIISL4496979/B.1.621.1/2021-07-27,2021-07-27,good
EPIISL4496981/B.1.526/2021-07-14,2021-07-14,good
EPIISL4496987/B.1.526/2021-07-26,2021-07-26,good
EPIISL4496988/B.1.621/2021-07-12,2021-07-12,good
EPIISL4496989/B.1.621/2021-07-26,2021-07-26,good
EPIISL4496990/P.1/2021-07-12,2021-07-12,good
EPIISL4496991/B.1.621.1/2021-07-22,2021-07-22,good
EPIISL4496993/B.1.617.2/2021-07-29,2021-07-29,good
EPIISL4496994/B.1.621/2021-07-22,2021-07-22,good
EPIISL4496996/B.1.621/2021-07-19,2021-07-19,good
EPIISL4496997/B.1.621/2021-07-28,2021-07-28,good
EPIISL4496998/A.2.5.3/2021-07-22,2021-07-22,good
EPIISL4496999/B.1.621.1/2021-08-02,2021-08-02,good
EPIISL4497001/A.2.5.3/2021-07-22,2021-07-22,good
EPIISL4497002/P.1/2021-07-12,2021-07-12,good
EPIISL4497004/B.1.526/2021-07-23,2021-07-23,good
EPIISL4497006/B.1.621/2021-07-20,2021-07-20,good
EPIISL4497007/B.1.621/2021-07-22,2021-07-22,good
EPIISL4497011/B.1.621/2021-07-21,2021-07-21,good
EPIISL4497013/AY.4/2021-07-30,2021-07-30,good
EPIISL4497014/B.1.621/2021-07-12,2021-07-12,good
EPIISL4497015/AY.4/2021-07-28,2021-07-28,good
EPIISL4497016/B.1.621.1/2021-07-21,2021-07-21,good
EPIISL4497019/B.1.621/2021-07-25,2021-07-25,good
EPIISL4497020/P.1/2021-07-14,2021-07-14,good
EPIISL4497021/P.1.10/2021-07-12,2021-07-12,good
EPIISL4497022/B.1.1.7/2021-07-21,2021-07-21,good
EPIISL4497025/B.1.621/2021-07-22,2021-07-22,good
EPIISL4497026/None/2021-08-02,2021-08-02,good
EPIISL4497030/B.1.526/2021-07-13,2021-07-13,good
EPIISL4497033/P.1/2021-07-13,2021-07-13,good
EPIISL4497036/AY.4/2021-07-27,2021-07-27,good
EPIISL4497037/B.1.621/2021-07-19,2021-07-19,good
EPIISL4497040/B.1.1.7/2021-07-12,2021-07-12,good
EPIISL4497046/B.1.1.7/2021-07-24,2021-07-24,good
EPIISL4497047/AY.4/2021-07-29,2021-07-29,good
EPIISL4497048/B.1.621/2021-07-14,2021-07-14,good
EPIISL4497050/B.1.621.1/2021-08-02,2021-08-02,good
EPIISL4497057/P.1.12/2021-07-27,2021-07-27,good
EPIISL4497058/B.1.526/2021-07-13,2021-07-13,good
EPIISL4497063/B.1.526/2021-07-22,2021-07-22,good
EPIISL4497067/B.1.621/2021-07-27,2021-07-27,good
EPIISL4497070/AY.4/2021-07-23,2021-07-23,good
EPIISL4497072/B.1.526/2021-07-14,2021-07-14,mediocre
EPIISL4497076/B.1.526/2021-07-30,2021-07-30,good
EPIISL4497077/P.1/2021-07-14,2021-07-14,good
EPIISL4497078/P.1/2021-07-14,2021-07-14,good
EPIISL4497080/B.1.1.7/2021-07-21,2021-07-21,good
EPIISL4497082/B.1.526/2021-07-13,2021-07-13,good
EPIISL4497083/B.1.621/2021-07-13,2021-07-13,good
EPIISL4497085/P.1/2021-07-22,2021-07-22,good
EPIISL4497086/A.2.5.3/2021-07-29,2021-07-29,good
EPIISL4497089/B.1.621/2021-07-23,2021-07-23,good
EPIISL4497090/AY.4/2021-07-27,2021-07-27,good
EPIISL4497092/B.1.621/2021-07-25,2021-07-25,good
EPIISL4497093/B.1.621/2021-07-22,2021-07-22,good
EPIISL4497094/B.1.526/2021-07-12,2021-07-12,good
EPIISL4497095/B.1.621/2021-07-13,2021-07-13,good
EPIISL4497096/AY.4/2021-08-02,2021-08-02,good
EPIISL4497097/P.1/2021-07-11,2021-07-11,good
EPIISL4497102/P.1/2021-07-27,2021-07-27,good
EPIISL4497103/B.1.621/2021-07-28,2021-07-28,good
EPIISL4497104/B.1.526/2021-07-12,2021-07-12,good
EPIISL4497105/B.1.1.7/2021-07-27,2021-07-27,good
EPIISL4497106/B.1.621.1/2021-07-27,2021-07-27,good
EPIISL4497111/P.1/2021-07-27,2021-07-27,good
EPIISL4497114/B.1.621/2021-07-19,2021-07-19,good
EPIISL4497123/B.1.621/2021-07-19,2021-07-19,good
EPIISL4497124/AY.4/2021-07-25,2021-07-25,good
EPIISL4497129/B.1.621/2021-07-07,2021-07-07,good
EPIISL4497131/P.1/2021-07-17,2021-07-17,good
EPIISL4497132/AY.4/2021-07-29,2021-07-29,good
EPIISL4497133/B.1.526/2021-07-29,2021-07-29,good
EPIISL4497134/AY.4/2021-07-26,2021-07-26,good
EPIISL4497135/B.1.621/2021-07-14,2021-07-14,good
EPIISL4497136/B.1.526/2021-07-14,2021-07-14,good
EPIISL4497138/B.1.1.7/2021-07-21,2021-07-21,good
EPIISL4497144/B.1.621/2021-07-19,2021-07-19,good
EPIISL4497145/B.1.621/2021-07-19,2021-07-19,good
EPIISL4497147/P.1/2021-07-14,2021-07-14,mediocre
EPIISL4497151/B.1.621.1/2021-07-10,2021-07-10,good
EPIISL4497153/B.1.526/2021-07-20,2021-07-20,good
EPIISL4497154/B.1.621/2021-07-29,2021-07-29,good
EPIISL4497155/B.1.526/2021-07-22,2021-07-22,good
EPIISL4497156/B.1.1.7/2021-07-22,2021-07-22,good
EPIISL4497157/P.1.12/2021-07-26,2021-07-26,good
EPIISL4497161/P.1/2021-07-19,2021-07-19,good
EPIISL4497163/B.1.1.7/2021-07-20,2021-07-20,good
EPIISL4497165/P.1/2021-07-23,2021-07-23,good
EPIISL4497166/B.1.621.1/2021-07-14,2021-07-14,good
EPIISL4497167/P.1/2021-08-02,2021-08-02,good
EPIISL4497170/B.1.526/2021-07-27,2021-07-27,good
EPIISL4497171/B.1.621/2021-07-15,2021-07-15,good
EPIISL4497172/P.1/2021-07-20,2021-07-20,good
EPIISL4497173/B.1.1.7/2021-07-21,2021-07-21,good
EPIISL4497174/P.1/2021-07-07,2021-07-07,good
EPIISL4497180/A.2.5.3/2021-07-29,2021-07-29,good
EPIISL4497181/B.1.526/2021-07-26,2021-07-26,good
EPIISL4497182/B.1.526/2021-07-19,2021-07-19,good
EPIISL4497184/B.1.621/2021-07-25,2021-07-25,good
EPIISL4497187/B.1.621.1/2021-07-20,2021-07-20,good
EPIISL4497190/B.1.1.7/2021-07-12,2021-07-12,good
EPIISL4497194/B.1.526/2021-07-24,2021-07-24,good
EPIISL4497195/B.1.1.7/2021-07-12,2021-07-12,good
EPIISL4497197/B.1.621/2021-07-28,2021-07-28,mediocre
EPIISL4497198/AY.4/2021-07-20,2021-07-20,good
EPIISL4497199/P.1/2021-07-20,2021-07-20,good
EPIISL4497200/B.1.526/2021-07-26,2021-07-26,good
EPIISL4497201/B.1.621.1/2021-08-02,2021-08-02,good
EPIISL4497202/B.1.621/2021-07-20,2021-07-20,good
EPIISL4497204/B.1.621/2021-07-26,2021-07-26,good
EPIISL4497205/AY.4/2021-07-27,2021-07-27,good
EPIISL4497206/B.1.621.1/2021-07-20,2021-07-20,good
EPIISL4497210/B.1.621/2021-07-21,2021-07-21,mediocre
EPIISL4497211/AY.4/2021-07-27,2021-07-27,good
EPIISL4497212/B.1.526/2021-07-26,2021-07-26,good
EPIISL4497218/AY.4/2021-07-27,2021-07-27,good
EPIISL4497219/B.1.621/2021-07-19,2021-07-19,good
EPIISL4497225/B.1.1.7/2021-07-23,2021-07-23,good
EPIISL4497228/B.1.526/2021-07-20,2021-07-20,good
EPIISL4497229/AY.4/2021-07-29,2021-07-29,good
EPIISL4497230/B.1.1.7/2021-07-13,2021-07-13,good
EPIISL4497238/B.1.621/2021-07-13,2021-07-13,good
EPIISL4497241/B.1.621.1/2021-07-13,2021-07-13,good
EPIISL4497242/B.1.1.7/2021-07-21,2021-07-21,good
EPIISL4497245/P.1.10/2021-07-27,2021-07-27,good
EPIISL4497246/B.1.621/2021-07-19,2021-07-19,good
EPIISL4497253/B.1.621/2021-07-26,2021-07-26,good
EPIISL4497255/B.1.526/2021-07-13,2021-07-13,good
EPIISL4497256/B.1.526/2021-07-29,2021-07-29,good
EPIISL4497257/B.1.526/2021-07-13,2021-07-13,good
EPIISL4497259/B.1.621/2021-07-22,2021-07-22,good
EPIISL4497261/B.1.526/2021-07-23,2021-07-23,good
EPIISL4497266/B.1.617.2/2021-07-20,2021-07-20,good
EPIISL4497268/B.1.621.1/2021-07-10,2021-07-10,good
EPIISL4497272/P.1/2021-07-20,2021-07-20,good
EPIISL4497275/B.1.1.7/2021-07-20,2021-07-20,good
EPIISL4497277/B.1.526/2021-07-26,2021-07-26,good
EPIISL4497278/P.1/2021-07-11,2021-07-11,good
EPIISL4497282/AY.4/2021-07-26,2021-07-26,good
EPIISL4497284/P.1/2021-07-27,2021-07-27,good
EPIISL4511367/AY.25/2021-07-22,2021-07-22,good
EPIISL4511369/B.1.1.7/2021-07-19,2021-07-19,good
EPIISL4511370/B.1.1.7/2021-07-20,2021-07-20,good
EPIISL4511371/P.1/2021-07-15,2021-07-15,good
EPIISL4511372/P.1/2021-07-19,2021-07-19,good
EPIISL4511374/B.1.526/2021-06-07,2021-06-07,good
EPIISL4511375/B.1.1.7/2021-03-01,2021-03-01,good
EPIISL5073650/AY.4/2021-09-23,2021-09-23,good
